Unnamed: 0,Unnamed: 0.1,Age,Athlete,Athlete_URL,Gender,Height,Reg_Place,Reg_Score,Region,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups,Reg_Finish,Wk1_Place,Wk1_Score,Wk2_Place,Wk2_Score,Wk3_Place,Wk3_Score,Wk4_Place,Wk4_Score,Wk5_Place,Wk5_Score
90,90,28.0,Christian Leipoldt,http://games.crossfit.com/athlete/284045,1,72.05,91,677,1,211.64,87 (247),153 (259),69 (111),255 (197),113 (11:39),16,CrossFit Radium,CrossFit Radium,,,110.0,,,,,275.58,209.44,529.11,374.79,25,91 (677),87,247,153,259,69,111,255,197,113,699
91,91,30.0,Israel Shamli,http://games.crossfit.com/athlete/109703,1,72.05,92,678,1,181.0,87 (247),272 (255),203 (101),48 (225),68 (11:01),16,,CrossFit Modiin,151.0,,149.0,,,,,264.55,220.46,485.02,363.76,66,92 (678),87,247,272,255,203,101,48,225,68,661
92,92,25.0,Morne Maritz,http://games.crossfit.com/athlete/115044,1,70.08,93,680,1,198.42,172 (230),87 (263),58 (113),325 (193),38 (10:27),16,,CrossFit Rustenburg,160.0,520.0,106.0,1132.0,,61.0,1243.0,297.62,231.49,462.97,396.83,45,93 (680),172,230,87,263,58,113,325,193,38,627
93,93,26.0,Rolo Pieters,http://games.crossfit.com/athlete/38478,1,,93,680,1,,188 (226),89 (262),163 (101),107 (209),133 (11:53),16,BST CrossFit,BST CrossFit,,,,,,,,,,,,,93 (680),188,226,89,262,163,101,107,209,133,713
94,94,27.0,Nuno de Abreu,http://games.crossfit.com/athlete/357489,1,,95,682,1,185.0,49 (265),19 (344),278 (97),275 (196),61 (10:55),16,,,,,,,,,,,,,,,95 (682),49,265,19,344,278,97,275,196,61,655
95,95,20.0,Danny Voronov,http://games.crossfit.com/athlete/467876,1,,95,682,1,,166 (232),109 (261),206 (101),81 (213),120 (11:43),16,,CrossFit Hasharon Poleg,,,,,,,,,,,,,95 (682),166,232,109,261,206,101,81,213,120,703
96,96,37.0,Jacques Du Toit,http://games.crossfit.com/athlete/110959,1,71.65,95,682,1,206.0,87 (247),183 (258),122 (103),163 (204),127 (11:47),16,CFTijgerValley,CrossFit Tijger Valley,,,,,,,,,,,,,95 (682),87,247,183,258,122,103,163,204,127,707
97,97,31.0,Clinton Page,http://games.crossfit.com/athlete/101693,1,0.79,98,686,1,163.0,188 (226),139 (259),123 (103),114 (208),122 (11:44),16,Crossfit1111,CrossFit 1111,,,,,,,,,,,,,98 (686),188,226,139,259,123,103,114,208,122,704
98,98,30.0,Evgeni Tevelev,http://games.crossfit.com/athlete/451614,1,70.08,99,687,1,173.0,107 (243),85 (263),100 (106),161 (204),234 (12:54),16,,CrossFit Ashdod,,,,,,,1050.0,235.0,190.0,,,,99 (687),107,243,85,263,100,106,161,204,234,774
99,99,24.0,Jaco Brits,http://games.crossfit.com/athlete/246678,1,74.41,100,688,1,217.0,195 (224),132 (260),90 (107),131 (206),140 (11:57),16,CrossFit Paarl Wolves,CrossFit Paarl,233.0,,,,,,,319.67,266.76,485.02,396.83,35,100 (688),195,224,132,260,90,107,131,206,140,717
100,0,28.0,Eric Carmody,http://games.crossfit.com/athlete/28040,1,71.0,1,16,2,195.0,3 (312),4 (425),5 (128),1 (288),3 (09:09),16,Sentinel One,Reebok CrossFit Sentinel,140.0,451.0,110.0,930.0,484,,1088.0,340.0,275.0,515.0,500.0,50,1 (16),3,312,4,425,5,128,1,288,3,549
101,1,28.0,Cameron Currie,http://games.crossfit.com/athlete/3057,1,70.0,2,25,2,194.0,7 (296),1 (428),7 (125),2 (275),8 (09:37),16,CrossFit Cavaliers,CrossFit Cavaliers,131.0,,71.0,,482,64.0,1413.0,350.0,255.0,525.0,485.0,55,2 (25),7,296,1,428,7,125,2,275,8,577
102,2,26.0,Ant Haynes,http://games.crossfit.com/athlete/23655,1,70.47,3,35,2,196.21,7 (296),9 (345),9 (122),3 (267),7 (09:33),16,CrossFit CSTL,CrossFit CSTL,,,,,,,,0.0,0.0,0.0,0.0,,3 (35),7,296,9,345,9,122,3,267,7,573
103,3,27.0,Carlos Albaladejo,http://games.crossfit.com/athlete/41519,1,67.0,4,37,2,175.0,1 (324),2 (426),12 (120),21 (246),1 (08:59),16,,CrossFit Marvel,150.0,510.0,118.0,,397,,,350.0,275.0,530.0,450.0,54,4 (37),1,324,2,426,12,120,21,246,1,539
104,4,25.0,JiMoo Son,http://games.crossfit.com/athlete/278578,1,66.93,5,44,2,174.0,4 (300),15 (343),9 (122),10 (254),6 (09:27),16,,CrossFit Sechan,139.0,,96.0,,0,,,315.0,260.0,535.0,465.0,63,5 (44),4,300,15,343,9,122,10,254,6,567
105,5,24.0,Fiodor Serkov,http://games.crossfit.com/athlete/21447,1,68.9,6,50,2,198.42,28 (270),5 (425),3 (130),9 (254),5 (09:25),16,,CrossFit EKB,142.0,,,,,,,324.08,264.55,462.97,440.92,80,6 (50),28,270,5,425,3,130,9,254,5,565
106,6,25.0,Zach Morton-Adair,http://games.crossfit.com/athlete/42857,1,71.26,7,52,2,205.03,2 (314),7 (423),17 (116),5 (263),21 (09:56),16,,S2S CrossFit,,,102.0,,,,,326.28,260.15,502.65,414.47,,7 (52),2,314,7,423,17,116,5,263,21,596
107,7,27.0,Sul Min Choi,http://games.crossfit.com/athlete/34149,1,68.5,8,58,2,193.0,5 (299),20 (343),18 (116),6 (260),9 (09:39),16,,CrossFit FBJ,300.0,,187.0,1800.0,0,,1260.0,297.62,231.49,485.02,407.85,30,8 (58),5,299,20,343,18,116,6,260,9,579
108,8,29.0,YooSik Kim,http://games.crossfit.com/athlete/101057,1,66.93,9,65,2,176.0,6 (298),16 (343),13 (118),4 (265),26 (10:11),16,CrossFit Zest,CrossFit Zest,146.0,519.0,118.0,1136.0,345,,,300.0,245.0,535.0,440.0,59,9 (65),6,298,16,343,13,118,4,265,26,611
109,9,32.0,Michael Mogard,http://games.crossfit.com/athlete/21658,1,69.0,10,69,2,178.0,15 (286),10 (345),4 (129),25 (245),15 (09:52),16,Reebok CrossFit 673,Reebok CrossFit 673,130.0,450.0,120.0,,411,60.0,1260.0,315.0,270.0,500.0,400.0,53,10 (69),15,286,10,345,4,129,25,245,15,592
110,10,30.0,Henrik Olofsson,http://games.crossfit.com/athlete/106865,1,71.26,11,81,2,187.0,13 (287),31 (340),19 (115),14 (249),4 (09:21),16,,Unaffiliated,160.0,,,,,,,286.6,242.51,462.97,396.83,,11 (81),13,287,31,340,19,115,14,249,4,561
111,11,26.0,Tom Brown,http://games.crossfit.com/athlete/552335,1,66.0,12,85,2,168.0,13 (287),35 (339),6 (125),29 (242),2 (09:04),16,Shogun CrossFit,Shogun CrossFit,138.0,,,,,,1170.0,275.0,227.0,500.0,418.0,,12 (85),13,287,35,339,6,125,29,242,2,544
112,12,24.0,Park Jihwan,http://games.crossfit.com/athlete/490478,1,65.75,13,91,2,148.0,7 (296),28 (340),11 (121),27 (244),18 (09:54),16,,CrossFit Sechan,,,,,,,,,,,,,13 (91),7,296,28,340,11,121,27,244,18,594
113,13,28.0,Han Sunjae,http://games.crossfit.com/athlete/244679,1,67.72,14,103,2,182.0,21 (276),21 (342),33 (112),17 (247),11 (09:40),16,CrossFit 4TP,CrossFit 4TP,,,,,,,,,,,,,14 (103),21,276,21,342,33,112,17,247,11,580
114,14,27.0,Yeojoon choi,http://games.crossfit.com/athlete/190237,1,69.69,15,117,2,180.0,16 (285),23 (341),56 (107),8 (256),14 (09:51),16,,Beeline CrossFit,211.0,603.0,234.0,1791.0,250,109.0,1613.0,255.0,235.0,375.0,335.0,30,15 (117),16,285,23,341,56,107,8,256,14,591
115,15,24.0,kyungsun kang,http://games.crossfit.com/athlete/163322,1,70.08,16,126,2,198.0,45 (261),8 (423),23 (114),18 (247),32 (10:22),16,,Reebok CrossFit XTM2,,,,,,,,285.0,225.0,,415.0,,16 (126),45,261,8,423,23,114,18,247,32,622
116,16,29.0,Talgat Yeskendirov,http://games.crossfit.com/athlete/489441,1,,17,143,2,180.0,20 (277),38 (339),14 (117),48 (232),23 (10:02),16,,CrossFit Astana Highvill,,,,,,,,,,,,,17 (143),20,277,38,339,14,117,48,232,23,602
117,17,26.0,Antonio Barrias,http://games.crossfit.com/athlete/231143,1,66.54,18,144,2,174.16,46 (260),12 (344),37 (111),20 (246),29 (10:17),16,,CrossFit Cotai,157.0,,,,,,,308.65,255.74,485.02,473.99,61,18 (144),46,260,12,344,37,111,20,246,29,617
118,18,32.0,Ron Harvey,http://games.crossfit.com/athlete/145325,1,70.08,19,163,2,187.0,28 (270),22 (342),25 (114),11 (252),77 (11:00),16,East West CrossFit,East West CrossFit,152.0,,,,,60.0,,,,462.97,396.83,,19 (163),28,270,22,342,25,114,11,252,77,660
119,19,30.0,Daniel Hershey,http://games.crossfit.com/athlete/2615,1,74.0,20,165,2,215.0,32 (266),34 (340),51 (108),7 (258),41 (10:36),16,Reebok CrossFit Asia,Reebok CrossFit Asia,146.0,,86.0,1161.0,440,57.0,,316.0,267.0,485.0,431.0,55,20 (165),32,266,34,340,51,108,7,258,41,636
120,20,23.0,YeonGyu Choo,http://games.crossfit.com/athlete/473943,1,,20,165,2,163.0,18 (278),40 (339),21 (114),49 (232),37 (10:31),16,CrossFit LOL,CrossFit LOL,,,,,,,,,,,,,20 (165),18,278,40,339,21,114,49,232,37,631
121,21,28.0,Clay Braden,http://games.crossfit.com/athlete/15000,1,74.0,22,203,2,198.0,12 (289),54 (339),14 (117),30 (242),93 (11:12),16,Reebok CrossFit Asia,Reebok CrossFit Asia,,,,,,,,,,,,,22 (203),12,289,54,339,14,117,30,242,93,672
122,22,26.0,Kim DongJu,http://games.crossfit.com/athlete/470776,1,71.26,22,203,2,180.0,18 (278),61 (263),58 (106),33 (241),33 (10:23),16,CrossFit LOL,CrossFit LOL,218.0,427.0,185.0,,,,,265.0,205.0,455.0,385.0,56,22 (203),18,278,61,263,58,106,33,241,33,623
123,23,23.0,Ginjiro Fujiwara,http://games.crossfit.com/athlete/336410,1,,24,211,2,176.0,58 (256),25 (341),26 (114),71 (222),31 (10:20),16,,Reebok CrossFit Heart and Beauty,,,,,,,,,,,,,24 (211),58,256,25,341,26,114,71,222,31,620
124,24,26.0,Timur Bullo,http://games.crossfit.com/athlete/229124,1,65.75,25,218,2,161.0,36 (263),78 (261),22 (114),67 (225),15 (09:52),16,CrossFit EKB,CrossFit EKB,129.0,,125.0,913.0,326,,,253.53,209.44,352.74,,90,25 (218),36,263,78,261,22,114,67,225,15,592
125,25,24.0,Myung Sik kwak,http://games.crossfit.com/athlete/137056,1,69.29,26,225,2,175.0,22 (274),83 (261),45 (109),24 (246),51 (10:47),16,,CrossFit Limelight,160.0,545.0,170.0,,,,1110.0,304.24,253.53,485.02,418.88,42,26 (225),22,274,83,261,45,109,24,246,51,647
126,26,26.0,INSU BAEK,http://games.crossfit.com/athlete/105886,1,69.69,27,232,2,202.83,22 (274),18 (343),75 (103),31 (242),86 (11:04),16,CrossFit HON,CrossFit HON,182.0,793.0,97.0,1150.0,344,75.0,1500.0,325.0,250.0,535.0,405.0,47,27 (232),22,274,18,343,75,103,31,242,86,664
127,27,30.0,Hyuksan Kwon,http://games.crossfit.com/athlete/147109,1,68.5,28,239,2,182.98,25 (272),45 (339),97 (102),38 (238),34 (10:27),16,,Reebok CrossFit Fighting Spirit,,,,,,,,310.0,235.0,435.0,405.0,,28 (239),25,272,45,339,97,102,38,238,34,627
128,28,30.0,Young-Jun Kim,http://games.crossfit.com/athlete/3021,1,64.96,29,247,2,169.0,63 (250),19 (343),101 (102),39 (238),25 (10:05),16,,CrossFit Chiwoo,,,,,0,,,307.0,247.0,435.0,395.0,0,29 (247),63,250,19,343,101,102,39,238,25,605
129,29,21.0,Ivan Shamanaev,http://games.crossfit.com/athlete/98060,1,70.08,30,260,2,171.96,33 (265),46 (339),62 (105),74 (222),45 (10:44),16,CrossFit EKB,CrossFit EKB,,,,,,,,275.58,220.46,396.83,341.72,,30 (260),33,265,46,339,62,105,74,222,45,644
130,30,24.0,Pavel Petruchenya,http://games.crossfit.com/athlete/165892,1,73.23,31,269,2,220.0,39 (262),13 (344),2 (133),68 (224),147 (11:48),16,Siberian Bears,CrossFit Berloga,135.0,432.0,114.0,,,,,297.62,253.53,529.11,396.83,70,31 (269),39,262,13,344,2,133,68,224,147,708
131,31,25.0,Buhyun Yoon,http://games.crossfit.com/athlete/282190,1,69.69,31,269,2,196.21,46 (260),37 (339),119 (101),28 (243),39 (10:34),16,CFGN,CrossFit Gangnam,,,,,,,,275.0,195.0,435.0,405.0,,31 (269),46,260,37,339,119,101,28,243,39,634
132,32,25.0,Josh McNeil,http://games.crossfit.com/athlete/269924,1,69.0,33,270,2,190.0,63 (250),55 (339),43 (109),32 (242),77 (11:00),16,Reebok CrossFit Asia,Reebok CrossFit Asia,131.0,,116.0,,405,69.0,1218.0,308.0,255.0,475.0,416.0,75,33 (270),63,250,55,339,43,109,32,242,77,660
133,33,22.0,Justin Hernandez,http://games.crossfit.com/athlete/434258,1,68.5,34,276,2,185.0,90 (246),14 (344),60 (106),19 (247),93 (11:12),16,Primal Ape CrossFit,Primal Ape CrossFit,165.0,,,,,,,315.0,260.0,505.0,430.0,,34 (276),90,246,14,344,60,106,19,247,93,672
134,34,23.0,Sergey Ovchinnikov,http://games.crossfit.com/athlete/247193,1,70.87,35,296,2,209.44,61 (252),17 (343),96 (102),83 (219),39 (10:34),16,CrossFit EKB,CrossFit EKB,148.0,,,,,,,297.62,242.51,485.02,407.85,,35 (296),61,252,17,343,96,102,83,219,39,634
135,35,28.0,Hyungu Cho,http://games.crossfit.com/athlete/458434,1,,36,320,2,,30 (268),30 (340),29 (113),52 (231),179 (12:06),16,,CrossFit Bigfoot,,,,,,,,,,,,,36 (320),30,268,30,340,29,113,52,231,179,726
136,36,31.0,Won Ikhoon,http://games.crossfit.com/athlete/71304,1,67.32,36,320,2,166.0,108 (242),42 (339),69 (104),64 (226),37 (10:31),16,CFGN,CrossFit Gangnam,124.0,,,,,,,,,,,63,36 (320),108,242,42,339,69,104,64,226,37,631
137,37,30.0,Doo Young Lee,http://games.crossfit.com/athlete/94556,1,71.0,38,323,2,187.0,54 (258),26 (341),97 (102),69 (223),77 (11:00),16,CrossFit Zest,CrossFit Zest,169.0,546.0,124.0,1278.0,341,,,305.0,245.0,475.0,385.0,,38 (323),54,258,26,341,97,102,69,223,77,660
138,38,25.0,Park JaeSung,http://games.crossfit.com/athlete/433901,1,,39,325,2,160.0,46 (260),68 (262),161 (98),41 (237),9 (09:39),16,,CrossFit Marid,,,,,,,,,,,,,39 (325),46,260,68,262,161,98,41,237,9,579
139,39,20.0,David Butcher,http://games.crossfit.com/athlete/232748,1,67.0,40,332,2,180.0,142 (234),73 (262),44 (109),22 (246),51 (10:47),16,Humphreys CrossFit,Humphreys CrossFit,204.0,,144.0,,,62.0,,265.0,225.0,475.0,415.0,47,40 (332),142,234,73,262,44,109,22,246,51,647
140,40,33.0,Sergey Rykov,http://games.crossfit.com/athlete/312831,1,68.5,41,336,2,200.62,90 (246),41 (339),33 (112),111 (212),61 (10:51),16,Siberian Bears,CrossFit Berloga,139.0,470.0,180.0,,,54.0,,242.51,187.39,440.92,385.81,60,41 (336),90,246,41,339,33,112,111,212,61,651
141,41,46.0,Gregg Geerdes,http://games.crossfit.com/athlete/297488,1,72.0,41,336,2,187.0,46 (260),92 (260),94 (102),34 (240),70 (10:57),16,,CrossFit 86,165.0,,135.0,,,,,,,440.92,352.74,,41 (336),46,260,92,260,94,102,34,240,70,657
142,42,31.0,Ashley Booth,http://games.crossfit.com/athlete/20921,1,70.87,43,337,2,174.0,60 (253),63 (263),49 (108),50 (232),115 (11:29),16,Reebok CrossFit Asphodel,Reebok CrossFit Asphodel,178.0,501.0,,1125.0,375,63.0,1235.0,264.55,205.03,500.45,396.83,50,43 (337),60,253,63,263,49,108,50,232,115,689
143,43,27.0,Jonghwa Son,http://games.crossfit.com/athlete/427440,1,66.14,44,356,2,154.0,27 (271),62 (263),124 (101),92 (216),51 (10:47),16,,CrossFit Moodori,170.0,620.0,210.0,1060.0,383,,1270.0,198.42,176.37,396.83,374.79,40,44 (356),27,271,62,263,124,101,92,216,51,647
144,44,30.0,sungwook yoo,http://games.crossfit.com/athlete/58334,1,70.08,45,361,2,,24 (273),79 (261),118 (101),15 (248),125 (11:33),16,Conan Crossfit WYB,CrossFit Win Your Body,153.0,,,,398,,,,,,,,45 (361),24,273,79,261,118,101,15,248,125,693
145,45,29.0,cheol ho Yoon,http://games.crossfit.com/athlete/104656,1,,46,364,2,180.0,119 (240),47 (339),128 (101),23 (246),47 (10:45),16,CrossFit Teddygym,CrossFit Teddygym,,,,,,,,,,,,,46 (364),119,240,47,339,128,101,23,246,47,645
146,46,28.0,JeWan Jeon,http://games.crossfit.com/athlete/137204,1,68.5,47,370,2,175.0,93 (245),29 (340),102 (102),60 (227),86 (11:04),16,CrossFit HON,CrossFit HON,174.0,630.0,286.0,1257.0,,,,245.0,215.0,365.0,285.0,35,47 (370),93,245,29,340,102,102,60,227,86,664
147,47,25.0,Myungsu Lee,http://games.crossfit.com/athlete/143044,1,,48,371,2,165.0,36 (263),51 (339),219 (93),45 (234),20 (09:55),16,,,,,,,,,,,,,,,48 (371),36,263,51,339,219,93,45,234,20,595
148,48,25.0,JooDeok Yoon,http://games.crossfit.com/athlete/477389,1,,49,373,2,175.0,46 (260),50 (339),164 (97),78 (220),35 (10:28),16,,,,,,,,,,,,,,,49 (373),46,260,50,339,164,97,78,220,35,628
149,49,23.0,Seokbeom Kim,http://games.crossfit.com/athlete/433886,1,68.5,50,383,2,175.0,17 (283),36 (339),144 (99),89 (218),97 (11:13),16,Team RAON,CrossFit RAON,,,,,,,,265.0,220.0,420.0,395.0,,50 (383),17,283,36,339,144,99,89,218,97,673
150,50,31.0,Hyeokjae Yang,http://games.crossfit.com/athlete/427461,1,,51,386,2,161.0,131 (238),43 (339),92 (102),93 (216),27 (10:14),16,,CrossFit Dolmengi,,,,,,,,,,,,,51 (386),131,238,43,339,92,102,93,216,27,614
151,51,28.0,Nobutaka Furuya,http://games.crossfit.com/athlete/108951,1,,52,389,2,171.0,36 (263),91 (260),124 (101),123 (211),15 (09:52),16,,Chikara CrossFit,,,,,,,,,,,,,52 (389),36,263,91,260,124,101,123,211,15,592
152,52,26.0,Nicholas Caudillo,http://games.crossfit.com/athlete/243409,1,70.0,53,395,2,185.0,108 (242),115 (259),59 (106),43 (235),70 (10:57),16,Reebok CrossFit Asia,Reebok CrossFit Asia,177.0,558.0,116.0,,395,79.0,,295.0,224.0,450.0,355.0,,53 (395),108,242,115,259,59,106,43,235,70,657
153,53,26.0,younggeun choi,http://games.crossfit.com/athlete/120179,1,66.93,54,406,2,155.0,102 (243),80 (261),67 (104),81 (220),76 (10:59),16,,CrossFit Maya,167.0,523.0,162.0,,,,,264.55,220.46,440.92,374.79,40,54 (406),102,243,80,261,67,104,81,220,76,659
154,54,20.0,Minsoo Kang,http://games.crossfit.com/athlete/672760,1,68.11,55,416,2,158.73,54 (258),101 (260),116 (101),87 (219),58 (10:50),16,,CrossFit SteamPunk 2,178.0,,,,,,,265.0,200.0,,,,55 (416),54,258,101,260,116,101,87,219,58,650
155,55,25.0,Keith Stillman,http://games.crossfit.com/athlete/319745,1,69.29,56,447,2,195.0,108 (242),57 (339),130 (100),44 (234),108 (11:23),16,,,162.0,,156.0,,,,,297.62,246.92,455.0,420.0,50,56 (447),108,242,57,339,130,100,44,234,108,683
156,56,28.0,marc Gupilan,http://games.crossfit.com/athlete/125984,1,72.0,57,465,2,199.0,33 (265),53 (339),76 (103),150 (206),153 (11:52),16,CrossFit BodyInMotion Gubei,CrossFit Body in Motion,,,,,,,,265.0,215.0,465.0,330.0,,57 (465),33,265,53,339,76,103,150,206,153,712
157,57,30.0,Edmund Tan,http://games.crossfit.com/athlete/25613,1,66.93,58,466,2,147.0,142 (234),44 (339),78 (103),135 (209),67 (10:55),16,CrossFit 852,CrossFit 852,278.0,547.0,268.0,1526.0,0,61.0,1593.0,264.55,220.46,385.81,363.76,80,58 (466),142,234,44,339,78,103,135,209,67,655
158,58,21.0,Daryl Cheng,http://games.crossfit.com/athlete/244351,1,68.5,59,480,2,159.0,73 (247),180 (257),132 (100),53 (231),42 (10:41),16,CFTP,CrossFit Tanjong Pagar,,,150.0,,,,,242.51,209.44,352.74,308.65,,59 (480),73,247,180,257,132,100,53,231,42,641
159,59,33.0,Heechul Kim,http://games.crossfit.com/athlete/105656,1,70.47,60,493,2,186.0,54 (258),134 (258),186 (96),37 (238),82 (11:01),16,CrossFit Zest,CrossFit Zest,,558.0,241.0,,326,93.0,1271.0,225.0,185.0,385.0,305.0,22,60 (493),54,258,134,258,186,96,37,238,82,661
160,60,33.0,Hyunwoo Kim,http://games.crossfit.com/athlete/247343,1,70.0,61,495,2,185.0,73 (247),118 (259),192 (96),63 (226),49 (10:46),16,CFGN,CrossFit Gangnam,,,,,,,,,,,,,61 (495),73,247,118,259,192,96,63,226,49,646
161,61,23.0,Kim Jae Hong,http://games.crossfit.com/athlete/304833,1,,61,495,2,185.0,54 (258),193 (257),94 (102),61 (227),93 (11:12),16,,CrossFit Tiempo,,,,,,,,,,,,,61 (495),54,258,193,257,94,102,61,227,93,672
162,62,25.0,Joe Gimm,http://games.crossfit.com/athlete/246572,1,,63,506,2,,73 (247),39 (339),73 (104),127 (210),194 (12:12),16,Sentinel One,Reebok CrossFit Sentinel,,,,,0,,,,,,,0,63 (506),73,247,39,339,73,104,127,210,194,732
163,63,26.0,Hogun Hwang,http://games.crossfit.com/athlete/496740,1,170.0,64,510,2,155.0,39 (262),160 (257),206 (94),36 (239),69 (10:56),16,CrossFit Teddygym,CrossFit Teddygym,,,,,,,,,,,,,64 (510),39,262,160,257,206,94,36,239,69,656
164,64,31.0,Steven Hightower,http://games.crossfit.com/athlete/12591,1,68.0,65,515,2,164.0,108 (242),72 (262),31 (113),88 (218),216 (12:23),16,CrossFit CSTL,CrossFit CSTL,171.0,515.0,145.0,1554.0,332,70.0,1524.0,275.0,215.0,485.0,355.0,25,65 (515),108,242,72,262,31,113,88,218,216,743
165,65,27.0,Taehyung Kim,http://games.crossfit.com/athlete/574648,1,,66,524,2,,73 (247),103 (260),126 (101),131 (210),91 (11:11),16,,CrossFit FNS,,,,,,,,,,,,,66 (524),73,247,103,260,126,101,131,210,91,671
166,66,25.0,Arseniy Zhuykov,http://games.crossfit.com/athlete/730996,1,68.9,67,525,2,187.39,95 (244),33 (340),294 (89),59 (228),44 (10:42),16,Redyar,CrossFit Redyar,,,,,,,,352.74,275.58,440.92,485.02,30,67 (525),95,244,33,340,294,89,59,228,44,642
167,67,24.0,Matt Cass,http://games.crossfit.com/athlete/470496,1,67.0,68,529,2,165.0,126 (239),131 (259),88 (103),96 (215),88 (11:06),16,East West CrossFit,East West CrossFit,191.0,,140.0,,,,1128.0,265.0,205.0,450.0,355.0,40,68 (529),126,239,131,259,88,103,96,215,88,666
168,68,30.0,Dylan Goddard,http://games.crossfit.com/athlete/101294,1,71.65,69,531,2,203.0,202 (223),67 (262),27 (114),172 (203),63 (10:52),16,CFTP,CrossFit Tanjong Pagar,206.0,545.0,170.0,1340.0,,,,264.55,220.46,529.11,407.85,,69 (531),202,223,67,262,27,114,172,203,63,652
169,69,31.0,Joon Hwan Heo,http://games.crossfit.com/athlete/114021,1,68.9,69,531,2,185.0,39 (262),47 (339),222 (93),57 (229),166 (11:57),16,Conan Crossfit WYB,CrossFit Win Your Body,170.0,490.0,178.0,1137.0,329,62.0,1175.0,275.58,235.89,418.88,385.81,55,69 (531),39,262,47,339,222,93,57,229,166,717
170,70,30.0,Jinhyoung Kim,http://games.crossfit.com/athlete/220807,1,,71,533,2,175.0,138 (235),27 (341),166 (97),82 (220),120 (11:32),16,,Starting Power CrossFit,,,,,,,,,,,,,71 (533),138,235,27,341,166,97,82,220,120,692
171,71,29.0,Alexey Cherkasov,http://games.crossfit.com/athlete/476250,1,,72,539,2,176.0,108 (242),85 (261),35 (111),255 (196),56 (10:49),16,,,148.0,,,,,,,264.55,209.44,396.83,385.81,57,72 (539),108,242,85,261,35,111,255,196,56,649
172,72,23.0,wangkeun song,http://games.crossfit.com/athlete/146848,1,,73,545,2,,119 (240),6 (424),105 (102),54 (231),261 (12:45),16,,Unaffiliated,,,,,,,,352.74,275.58,,440.92,,73 (545),119,240,6,424,105,102,54,231,261,765
173,73,28.0,Hyunho Kim,http://games.crossfit.com/athlete/460571,1,,74,561,2,183.0,165 (231),3 (426),91 (103),195 (201),107 (11:22),16,,CrossFit Euddeum,,,,,,,,,,,,,74 (561),165,231,3,426,91,103,195,201,107,682
174,74,25.0,Kim Gilsub,http://games.crossfit.com/athlete/717467,1,,75,566,2,,126 (239),94 (260),97 (102),213 (200),36 (10:29),16,,CrossFit Hwagok,,,,,,,,,,,,,75 (566),126,239,94,260,97,102,213,200,36,629
175,75,27.0,Hanwoo Pak,http://games.crossfit.com/athlete/476085,1,69.0,75,566,2,165.0,59 (254),197 (256),140 (100),107 (214),63 (10:52),16,,CrossFit FBJ,,,,,,,,,,,,,75 (566),59,254,197,256,140,100,107,214,63,652
176,76,33.0,SeHwan Kim,http://games.crossfit.com/athlete/258248,1,70.87,77,570,2,176.0,67 (249),220 (255),183 (96),26 (244),74 (10:58),16,,Unaffiliated,150.0,660.0,150.0,1405.0,,60.0,1200.0,245.0,205.0,352.0,341.0,50,77 (570),67,249,220,255,183,96,26,244,74,658
177,77,23.0,Eren Kim,http://games.crossfit.com/athlete/461950,1,66.14,77,570,2,160.0,138 (235),69 (262),69 (104),177 (203),117 (11:30),16,,Muhan CrossFit,146.0,,,,,,,300.0,235.0,435.0,375.0,,77 (570),138,235,69,262,69,104,177,203,117,690
178,78,30.0,Lee Koohun,http://games.crossfit.com/athlete/563854,1,70.87,79,578,2,176.37,192 (225),124 (259),55 (107),16 (248),191 (12:11),16,,Songdo CrossFit,,,,,,,,,,,,,79 (578),192,225,124,259,55,107,16,248,191,731
179,79,28.0,Timmy Jacobsson,http://games.crossfit.com/athlete/105245,1,67.72,80,579,2,180.0,113 (241),128 (259),191 (96),77 (220),70 (10:57),16,,Unaffiliated,,,,,,,,295.0,235.0,505.0,430.0,,80 (579),113,241,128,259,191,96,77,220,70,657
180,80,23.0,Forrest Sparks III,http://games.crossfit.com/athlete/109429,1,70.0,81,581,2,185.0,119 (240),187 (257),150 (99),70 (223),55 (10:48),16,,CrossFit G zone,155.0,,,,,,,275.0,231.0,400.0,365.0,,81 (581),119,240,187,257,150,99,70,223,55,648
181,81,23.0,Yun seok Nar,http://games.crossfit.com/athlete/771347,1,,82,583,2,,73 (247),252 (254),126 (101),104 (214),28 (10:16),16,Conan Crossfit WYB,CrossFit Win Your Body,,,,,,,,,,,,,82 (583),73,247,252,254,126,101,104,214,28,616
