,Age,Athlete,Athlete_URL,Finish,Gender,Height,Region,User_ID,Weight,Wk1,Wk2,Wk3,Wk4,Wk5,Year,Team,Affiliate,Fran,Helen,Grace,Filthy_50,Fight_Gone_Bad,Sprint_400,Run_5k,Clean_And_Jerk,Snatch,Deadlift,Back_Squat,Max_Pullups
1655,30,Elizabeth Mourges,http://games.crossfit.com/athlete/124950,1556 (10628),0,66.0,0,0,150 lb,1386 (245),3466 (259),2964 (88),895 (227),1917 (11:15),16,CrossFit Revamped,CrossFit Revamped,0:00,0:00,0:00,--,--,--,0:00,0 lb,0 lb,0 lb,0 lb,0
1656,38,Faye Morgan,http://games.crossfit.com/athlete/21178,1557 (10630),0,61.0,0,0,108 lb,2324 (232),4169 (257),627 (105),2417 (205),1093 (10:38),16,Team  Driven,Driven by CrossFit Temecula South,3:25,0:00,0:00,0:00,--,0:00,19:40,150 lb,115 lb,260 lb,210 lb,--
1657,24,Carrie Dudley,http://games.crossfit.com/athlete/106129,1558 (10633),0,64.0,0,0,134 lb,1423 (244),1167 (341),3571 (85),2236 (206),2236 (11:26),16,CrossFitBozeman,CrossFit Bozeman,0:00,0:00,0:00,0:00,0,--,--,0 lb,0 lb,0 lb,0 lb,0
1658,29,Martha Berrocal,http://games.crossfit.com/athlete/737357,1559 (10641),0,64.17,0,0,57 kg,1073 (251),4143 (258),2938 (88),731 (232),1756 (11:08),16,Barra Norte CrossFit,Barra Norte CrossFit,--,--,--,--,--,--,--,70 kg,54 kg,120 kg,117 kg,--
1659,38,Sarah Lange,http://games.crossfit.com/athlete/402172,1559 (10641),0,70.0,0,0,159 lb,1600 (241),3055 (260),2501 (89),1512 (213),1973 (11:17),16,J5 CROSSFIT,J5 CrossFit,--,--,--,--,--,--,--,180 lb,140 lb,275 lb,230 lb,--
1660,26,Mercedes Hall,http://games.crossfit.com/athlete/276385,1561 (10654),0,,0,0,125 lb,2676 (226),1358 (340),2572 (89),2578 (204),1470 (10:56),16,CrossFit GT,CrossFit GT,--,--,--,--,--,--,--,--,--,--,--,--
1661,26,Katrina Olson,http://games.crossfit.com/athlete/261673,1562 (10665),0,64.0,0,0,135 lb,980 (253),1668 (339),5120 (76),1893 (209),1004 (10:33),16,Coast Range CrossFit,Coast Range CrossFit,3:35,8:29,3:00,--,--,--,--,180 lb,125 lb,355 lb,245 lb,--
1662,26,Lucy Clark,http://games.crossfit.com/athlete/75165,1563 (10677),0,69.29,0,0,65 kg,3157 (221),2144 (282),2149 (90),586 (237),2641 (11:39),16,CrossFit MSD,CrossFit MSD,0:00,0:00,0:00,0:00,--,0:00,0:00,90 kg,74 kg,155 kg,120 kg,--
1663,25,Alisha Gregersen,http://games.crossfit.com/athlete/23051,1564 (10680),0,65.0,0,0,150 lb,3061 (222),1207 (341),2920 (88),724 (232),2768 (11:43),16,,,1:55,8:14,1:48,23:31,271,1:12,24:40,190 lb,155 lb,315 lb,245 lb,30
1664,29,Krista Revenberg,http://games.crossfit.com/athlete/182924,1565 (10690),0,70.0,0,0,--,3559 (219),1039 (342),1639 (95),423 (243),4030 (12:15),16,Windsor Crossfit,Windsor CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1665,29,Sandy Johnson,http://games.crossfit.com/athlete/106602,1566 (10695),0,67.0,0,0,140 lb,2676 (226),1518 (340),1535 (97),2133 (207),2833 (11:45),16,CrossFit K Block,CrossFit K Block,3:00,9:02,1:55,--,--,--,--,208 lb,168 lb,320 lb,250 lb,--
1666,40,Angie Hay,http://games.crossfit.com/athlete/8741,1567 (10700),0,66.0,0,0,155 lb,1864 (237),2991 (260),3221 (88),1799 (210),825 (10:22),16,Team Taranis,CrossFit Taranis,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1667,41,Lisa Lake,http://games.crossfit.com/athlete/202785,1568 (10703),0,64.96,0,0,60 kg,2484 (229),3343 (259),1510 (97),2299 (205),1067 (10:37),16,Crossfit189,CrossFit 189,3:28,8:01,2:04,23:44,378,1:07,21:47,80 kg,65 kg,160 kg,120 kg,--
1668,33,Teresa Thompson,http://games.crossfit.com/athlete/238194,1569 (10718),0,66.0,0,0,145 lb,2602 (227),1891 (339),793 (103),1441 (214),3991 (12:14),16,,,2:47,--,2:10,--,--,--,21:05,200 lb,160 lb,295 lb,235 lb,50
1669,21,Constanza Cabrera,http://games.crossfit.com/athlete/288819,1570 (10719),0,,0,0,141 lb,1600 (241),976 (342),4932 (77),1741 (211),1470 (10:56),16,CF Chile,Centro CrossFit,--,--,--,--,--,--,--,90 kg,75 kg,130 kg,130 kg,--
1670,27,Gretchen Tobias,http://games.crossfit.com/athlete/343910,1571 (10729),0,68.0,0,0,140 lb,1471 (243),477 (346),1272 (101),552 (238),6957 (13:13),16,CrossFit Lorton,CrossFit Lorton,2:42,--,--,--,--,--,--,185 lb,135 lb,300 lb,265 lb,--
1671,30,Sibyl Cooke,http://games.crossfit.com/athlete/181587,1572 (10733),0,64.96,0,0,136 lb,1386 (245),2902 (260),573 (107),1653 (212),4219 (12:19),16,RTF CrossFit Repeat,RTF CrossFit Repeat,--,--,--,--,--,--,--,--,--,--,--,--
1672,26,Alexandria Boulware,http://games.crossfit.com/athlete/241520,1573 (10734),0,63.0,0,0,127 lb,2546 (228),1363 (340),1661 (95),2523 (204),2641 (11:39),16,Coast Range CrossFit,Coast Range CrossFit,4:37,10:36,2:25,35:28,320,--,--,175 lb,135 lb,280 lb,215 lb,--
1673,35,Kristen Olson,http://games.crossfit.com/athlete/51085,1574 (10737),0,66.0,0,0,153 lb,1796 (238),2259 (263),1249 (101),3698 (197),1735 (11:07),16,Front Range CrossFit,Front Range CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,195 lb,155 lb,375 lb,285 lb,0
1674,31,Dimi Poulos,http://games.crossfit.com/athlete/24931,1575 (10743),0,67.72,0,0,168 lb,1655 (240),243 (424),8245 (64),411 (243),189 (09:21),16,Rev X,CrossFit Rev X,0:00,0:00,0:00,0:00,0,0:00,0:00,0 kg,0 lb,0 kg,0 kg,0
1675,30,Becky Briggs,http://games.crossfit.com/athlete/357065,1576 (10751),0,65.0,0,0,140 lb,2054 (234),1338 (340),1322 (100),2198 (206),3839 (12:10),16,CrossFit Lanista,CrossFit Lanista,--,--,--,--,--,1:20,--,84 kg,69 kg,320 lb,275 lb,--
1676,27,Christie Hennon,http://games.crossfit.com/athlete/4568,1577 (10753),0,63.0,0,0,145 lb,2888 (224),3412 (259),2501 (89),885 (227),1067 (10:37),16,Axiom CrossFit,Axiom CrossFit,--,--,--,--,--,--,--,81 kg,65 kg,130 kg,110 kg,--
1677,36,Stacia Ragan,http://games.crossfit.com/athlete/236530,1578 (10757),0,66.0,0,0,130 lb,1005 (252),4236 (257),363 (113),2113 (207),3040 (11:50),16,El Dorado Hills CrossFit,El Dorado Hills CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1678,25,Jeanett Nielsen,http://games.crossfit.com/athlete/250973,1579 (10762),0,61.42,0,0,130 lb,1980 (235),2730 (261),3594 (85),1574 (213),884 (10:26),16,Team Aarhus CrossFit,Aarhus CrossFit,--,--,--,--,--,--,--,75 kg,60 kg,120 kg,117 kg,--
1679,29,Beth Hoggarth,http://games.crossfit.com/athlete/101836,1580 (10766),0,65.35,0,0,68 kg,2054 (234),1140 (341),5781 (75),390 (244),1401 (10:53),16,CrossFit Central Lancaster,CrossFit Central Lancaster,3:18,3:18,2:18,--,--,--,--,80 kg,62 kg,181 kg,--,--
1680,24,Ali Oskian,http://games.crossfit.com/athlete/768478,1581 (10771),0,,0,0,--,3157 (221),2339 (262),2584 (89),998 (222),1693 (11:05),16,,CrossFit Rampage,--,--,--,--,--,--,--,--,--,--,--,--
1681,26,Bec Hering,http://games.crossfit.com/athlete/138913,1582 (10787),0,62.2,0,0,130 lb,4551 (211),1276 (340),2765 (89),846 (228),1349 (10:51),16,CrossFit Verge,CrossFit Verge,0:00,--,--,--,--,--,--,0 kg,0 kg,0 kg,0 kg,--
1682,41,Elizabeth Seder,http://games.crossfit.com/athlete/3851,1583 (10789),0,66.0,0,0,145 lb,1980 (235),1984 (339),856 (103),2462 (204),3507 (12:01),16,Crossfit Cobalt,CrossFit Cobalt,3:28,8:47,2:58,0:00,304,0:00,0:00,170 lb,145 lb,325 lb,235 lb,--
1683,30,Maria Hernandez,http://games.crossfit.com/athlete/375110,1584 (10791),0,,0,0,117 lb,1706 (239),2629 (261),1313 (100),2445 (205),2698 (11:41),16,,Hallandale Beach CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1684,26,Danielle Crevling,http://games.crossfit.com/athlete/36755,1585 (10793),0,67.0,0,0,138 lb,2054 (234),2330 (262),1811 (93),1464 (214),3134 (11:52),16,Bomb Squad,CrossFit Fury,0:00,0:00,0:00,0:00,--,0:00,0:00,77 lb,66 kg,113 kg,103 kg,--
1685,30,Stacey Marino,http://games.crossfit.com/athlete/228939,1586 (10795),0,67.0,0,0,138 lb,2484 (229),1438 (340),3260 (88),1976 (208),1637 (11:03),16,Crossfit 201,CrossFit 201,--,10:53,2:22,--,--,--,--,185 lb,150 lb,315 lb,250 lb,--
1686,35,Christina Harris,http://games.crossfit.com/athlete/150963,1587 (10812),0,64.0,0,0,133 lb,2818 (225),1389 (340),1387 (99),1458 (214),3760 (12:08),16,Contender CrossFit,Contender CrossFit,--,--,--,--,--,--,--,190 lb,150 lb,0 lb,255 lb,--
1687,27,Ivana Tomaic,http://games.crossfit.com/athlete/290004,1587 (10812),0,65.0,0,0,138 lb,1531 (242),1820 (339),1736 (94),2218 (206),3507 (12:01),16,CrossFit Greensboro,CrossFit Greensboro,0:00,--,--,--,--,--,--,0 lb,0 lb,0 lb,0 lb,--
1688,27,Che Bresler,http://games.crossfit.com/athlete/120793,1589 (10813),0,66.54,0,0,134 lb,2054 (234),4199 (257),442 (111),1156 (218),2962 (11:48),16,BST CrossFit,BST CrossFit,--,--,--,--,300,--,--,--,--,105 lb,80 lb,--
1689,28,Kristen Perry,http://games.crossfit.com/athlete/204427,1590 (10833),0,63.0,0,0,138 lb,921 (256),1773 (339),2252 (90),2881 (202),3006 (11:49),16,domin845,CrossFit 845,3:58,--,--,--,--,--,--,165 lb,125 lb,290 lb,255 lb,--
1690,27,Monique Testa,http://games.crossfit.com/athlete/389768,1591 (10836),0,62.0,0,0,125 lb,2888 (224),1459 (340),1870 (92),3585 (198),1034 (10:35),16,,CrossFit St. Clair,2:48,--,2:15,--,--,--,22:28,175 lb,--,300 lb,235 lb,--
1691,32,Pamela Murphy,http://games.crossfit.com/athlete/155275,1592 (10841),0,60.0,0,0,118 lb,2054 (234),2539 (261),4116 (80),1557 (213),575 (10:03),16,Unbeaten Crossfit,Unbeaten CrossFit,2:57,--,2:11,--,--,--,--,175 lb,140 lb,315 lb,255 lb,--
1692,20,Gabrielle Buteau,http://games.crossfit.com/athlete/154388,1593 (10845),0,64.0,0,0,120 lb,1706 (239),2434 (262),1653 (95),2411 (205),2641 (11:39),16,ZU Crew,Kudzu CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1693,24,Katarina Liptakova,http://games.crossfit.com/athlete/217603,1594 (10849),0,64.96,0,0,66 kg,2676 (226),2147 (275),2155 (90),1778 (210),2093 (11:21),16,,CrossFit Pressburg,--,--,--,--,--,--,--,90 kg,78 kg,140 kg,105 kg,--
1694,19,Jennifer Kokk,http://games.crossfit.com/athlete/443434,1595 (10871),0,65.35,0,0,60 kg,2818 (225),2689 (261),1670 (95),688 (234),3006 (11:49),16,CrossFit Solid,CrossFit Solid,3:05,10:37,--,--,--,--,23:00,75 kg,65 kg,125 kg,92 kg,30
1695,22,Samantha Vera,http://games.crossfit.com/athlete/276418,1596 (10873),0,66.0,0,0,143 lb,1137 (249),2077 (329),1481 (97),5144 (191),1034 (10:35),16,Lonestar Crossfit,LoneStar CrossFit,--,--,--,--,--,--,--,195 lb,--,--,--,--
1696,25,Bethany Thompson,http://games.crossfit.com/athlete/361511,1597 (10876),0,70.0,0,0,145 lb,2602 (227),2290 (262),1161 (101),2491 (204),2332 (11:29),16,Timberwolf CrossFIt,Timberwolf CrossFit,4:29,--,--,--,--,--,--,170 lb,130 lb,235 lb,225 lb,25
1697,43,Julie Lodge,http://games.crossfit.com/athlete/111960,1598 (10877),0,67.0,0,0,137 lb,2602 (227),2610 (261),1374 (99),1622 (212),2669 (11:40),16,,CrossFit 1420,--,--,--,--,--,--,--,150 lb,120 lb,235 lb,215 lb,--
1698,35,Lucy Caldwell,http://games.crossfit.com/athlete/309153,1599 (10878),0,,0,0,128 lb,1980 (235),3358 (259),498 (109),648 (235),4394 (12:23),16,Injustice Crew,Injustice CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1699,37,Amy Chatfield,http://games.crossfit.com/athlete/6530,1600 (10894),0,63.0,0,0,138 lb,3897 (216),2018 (339),2584 (89),639 (235),1756 (11:08),16,Team Driving Force,Driving Force CrossFit,0:00,0:00,2:25,0:00,331,0:00,0:00,205 lb,158 lb,424 lb,292 lb,--
1700,31,Lauren Martin,http://games.crossfit.com/athlete/669803,1601 (10898),0,63.0,0,0,126 lb,2602 (227),2865 (260),1715 (94),1821 (210),1895 (11:14),16,,Dynamic Athletics CrossFit,2:33,--,--,--,--,--,--,165 lb,115 lb,295 lb,--,--
1701,28,Erika Eadie,http://games.crossfit.com/athlete/302831,1602 (10900),0,62.0,0,0,123 lb,1980 (235),1553 (339),547 (108),2381 (205),4439 (12:24),16,Undefeated CrossFit,Undefeated CrossFit,--,--,--,--,--,--,--,175 lb,145 lb,270 lb,245 lb,30
1702,22,Abbey Herbert,http://games.crossfit.com/athlete/228084,1603 (10904),0,,0,0,--,894 (258),825 (343),5497 (76),1879 (209),1809 (11:10),16,CFQ,CrossFit Quarter Melville,--,--,--,--,--,--,--,--,--,--,--,--
1703,27,Carrie Richards,http://games.crossfit.com/athlete/227045,1604 (10913),0,64.0,0,0,140 lb,2676 (226),2045 (339),1961 (91),1013 (221),3218 (11:54),16,New Order CrossFit,New Order CrossFit,3:26,--,--,--,--,1:10,--,190 lb,145 lb,295 lb,250 lb,33
1704,34,melissa smith,http://games.crossfit.com/athlete/38599,1605 (10919),0,62.0,0,0,135 lb,3897 (216),1088 (341),1562 (96),2716 (203),1656 (11:04),16,Team Freedom,CrossFit Athletic Academy,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1705,23,Sarah Massoni,http://games.crossfit.com/athlete/529861,1605 (10919),0,65.75,0,0,138 lb,1210 (247),3399 (259),3372 (87),1245 (217),1693 (11:05),16,,CrossFit 1815,4:43,--,--,23:20,--,--,23:40,75 kg,65 kg,90 kg,100 kg,20
1706,37,Jackie Byington,http://games.crossfit.com/athlete/63719,1607 (10933),0,62.0,0,0,--,1980 (235),1152 (341),1387 (99),2731 (203),3683 (12:06),16,Wasatch CrossFit Blue,Wasatch CrossFit,0:00,0:00,0:00,0:00,0,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1707,28,Amanda Dearman,http://games.crossfit.com/athlete/27883,1608 (10934),0,65.0,0,0,132 lb,1175 (248),1601 (339),1072 (101),2047 (208),5039 (12:37),16,Backcountry Black,Backcountry CrossFit,0:00,0:00,0:00,20:57,0,--,--,185 lb,160 lb,265 lb,240 lb,63
1708,27,Sophie Dumaine,http://games.crossfit.com/athlete/126453,1609 (10941),0,68.0,0,0,145 lb,1600 (241),1828 (339),2664 (89),1426 (214),3423 (11:59),16,CrossFit Closer,CrossFit Closer,--,--,--,--,--,--,--,--,--,--,--,--
1709,41,Trixie Arya,http://games.crossfit.com/athlete/9156,1610 (10953),0,62.0,0,0,125 lb,2371 (231),2306 (262),1606 (96),2029 (208),2641 (11:39),16,CrossFit RepScheme,CrossFit RepScheme,--,--,--,--,--,--,--,--,--,--,--,--
1710,29,Tiana Fahey-Leigh,http://games.crossfit.com/athlete/670253,1611 (10959),0,61.81,0,0,--,1210 (247),1851 (339),2182 (90),3260 (200),2456 (11:33),16,Complete Strength and Performance,Unaffiliated,3:15,--,--,--,--,--,--,75 kg,65 kg,125 kg,110 kg,--
1711,29,Katie Casey,http://games.crossfit.com/athlete/477425,1612 (10975),0,67.0,0,0,145 lb,894 (258),2534 (262),873 (103),4466 (194),2208 (11:25),16,,TFR CrossFit,3:40,8:46,2:58,20:16,--,--,--,165 lb,135 lb,255 lb,225 lb,--
1712,25,Nathaly Lazo,http://games.crossfit.com/athlete/279146,1612 (10975),0,,0,0,--,3157 (221),1522 (340),1870 (92),1593 (212),2833 (11:45),16,CrossFit Amatsu,CrossFit Amatsu,--,--,--,--,--,--,--,--,--,--,--,--
1713,27,Claire Crowley,http://games.crossfit.com/athlete/47173,1614 (10979),0,61.02,0,0,130 lb,1796 (238),1099 (341),2479 (89),2267 (206),3338 (11:57),16,Team Gold Box,CrossFit Gold Box,0:00,0:00,0:00,0:00,0,0:00,0:00,80 kg,63 kg,140 kg,102 kg,25
1714,25,Louise Wickström,http://games.crossfit.com/athlete/679755,1615 (10985),0,,0,0,--,4275 (213),1993 (339),2776 (89),1057 (220),884 (10:26),16,,CrossFit Leksand,--,--,--,--,--,--,--,--,--,--,--,--
1715,31,Erica Walter,http://games.crossfit.com/athlete/501674,1616 (10986),0,,0,0,132 lb,1386 (245),3216 (260),1307 (100),1047 (220),4030 (12:15),16,CrossFit Q21,CrossFit Q21,--,--,--,--,--,--,--,--,--,--,--,--
1716,25,Melissa Dorris,http://games.crossfit.com/athlete/550836,1616 (10986),0,,0,0,125 lb,1864 (237),1320 (340),1344 (99),5248 (191),1210 (10:45),16,Verdant CrossFit,Verdant CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1717,26,Giana Gleeson,http://games.crossfit.com/athlete/312997,1618 (10990),0,60.0,0,0,130 lb,2054 (234),1294 (340),1770 (94),4235 (195),1637 (11:03),16,,CrossFit Meriden,2:30,--,--,--,--,--,--,175 lb,135 lb,--,255 lb,40
1718,28,Libby DiBiase,http://games.crossfit.com/athlete/8027,1618 (10990),0,63.0,0,0,130 lb,1386 (245),1354 (340),2200 (90),4649 (193),1401 (10:53),16,CrossFit Kinesis,CrossFit Kinesis,3:44,9:04,3:41,0:00,0,0:00,0:00,189 lb,131 lb,315 lb,265 lb,35
1719,30,Andrea Moller,http://games.crossfit.com/athlete/117110,1620 (10991),0,67.72,0,0,70 kg,1600 (241),1046 (342),3117 (88),748 (231),4480 (12:25),16,Team CrossFit Nordic,CrossFit Nordic,--,--,--,--,--,--,--,95 kg,73 kg,135 kg,130 kg,--
1720,24,Jennifer Bennett,http://games.crossfit.com/athlete/244554,1621 (10999),0,,0,0,128 lb,3672 (218),2458 (262),2920 (88),945 (225),1004 (10:33),16,Mako CrossFit,Mako CrossFit,--,--,--,--,--,--,--,--,--,--,--,--
1721,24,Katie Hollenback,http://games.crossfit.com/athlete/192668,1622 (11014),0,62.0,0,0,130 lb,1210 (247),3299 (259),2462 (89),3201 (200),842 (10:23),16,New Era CF,New Era CrossFit,--,--,--,--,--,--,--,170 lb,135 lb,260 lb,225 lb,--
1722,22,Myra Davison,http://games.crossfit.com/athlete/830433,1623 (11023),0,,0,0,--,2546 (228),1103 (341),921 (102),5554 (190),899 (10:27),16,,CrossFit Monroe,--,--,--,--,--,--,--,--,--,--,--,--
1723,26,Diana Stercula,http://games.crossfit.com/athlete/53772,1624 (11026),0,66.0,0,0,145 lb,1600 (241),1698 (339),4469 (78),1878 (209),1381 (10:52),16,Hit and Run Midtown,CrossFit Hit and Run 38104,4:11,9:27,2:08,--,--,--,--,175 lb,125 lb,325 lb,235 lb,--
1724,27,Ashley Nguyen,http://games.crossfit.com/athlete/121680,1625 (11034),0,64.0,0,0,140 lb,2988 (223),3658 (259),1445 (98),2200 (206),743 (10:17),16,,Southern Pines CrossFit,--,--,2:46,--,--,--,--,230 lb,175 lb,380 lb,315 lb,--
1725,34,Kristin Fox,http://games.crossfit.com/athlete/164198,1626 (11044),0,66.0,0,0,138 lb,1175 (248),1800 (339),1457 (98),1173 (218),5439 (12:45),16,Devotion,CrossFit Devotion,--,--,--,--,--,--,--,176 lb,155 lb,--,230 lb,--
1726,27,Janine Penniall,http://games.crossfit.com/athlete/258230,1627 (11052),0,67.72,0,0,140 lb,1706 (239),1877 (339),1147 (101),2103 (207),4219 (12:19),16,Crossfit The Slab,CrossFit The Slab,--,--,--,--,--,--,--,--,--,--,--,--
1727,29,Sally Wolfe,http://games.crossfit.com/athlete/35374,1628 (11057),0,64.0,0,0,128 lb,1423 (244),3070 (260),2781 (89),445 (242),3338 (11:57),16,CrossFit Eclipse,CrossFit Eclipse,--,--,--,--,--,--,--,165 lb,115 lb,285 lb,220 lb,--
1728,30,Emily Waltz,http://games.crossfit.com/athlete/15394,1629 (11067),0,60.0,0,0,125 lb,1423 (244),2209 (263),3354 (87),1075 (220),3006 (11:49),16,CrossFit Northern Inferno,CrossFit Northern Inferno,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
1729,30,Kelly Sussman,http://games.crossfit.com/athlete/120254,1630 (11069),0,62.0,0,0,136 lb,1980 (235),2325 (262),1426 (98),2165 (207),3173 (11:53),16,East Valley CrossFit,East Valley CrossFit,1:58,8:32,1:59,23:36,330,1:20,--,210 lb,170 lb,295 lb,265 lb,56
1730,26,Dalin Kennard,http://games.crossfit.com/athlete/127825,1631 (11095),0,64.0,0,0,128 lb,2371 (231),2315 (262),2367 (90),1432 (214),2610 (11:38),16,#TeamDensity,CrossFit OverTake,3:48,9:48,2:47,--,--,1:14,21:12,185 lb,140 lb,305 lb,220 lb,27
1731,24,johanna nilsson,http://games.crossfit.com/athlete/230404,1632 (11101),0,65.75,0,0,138 lb,958 (254),1679 (339),6209 (75),1142 (218),1113 (10:39),16,Team Fit4Life,F4L CrossFit,--,--,--,--,--,--,--,75 kg,58 kg,145 kg,98 kg,--
1732,28,Johanna Sawatski,http://games.crossfit.com/athlete/144777,1633 (11109),0,68.0,0,0,155 lb,2324 (232),1781 (339),1397 (99),2343 (205),3264 (11:55),16,CrossFit 540,CrossFit 540,3:29,8:47,2:05,23:23,321,--,--,185 lb,150 lb,285 lb,290 lb,27
1733,27,Casey Strope,http://games.crossfit.com/athlete/54934,1634 (11119),0,67.0,0,0,143 lb,1655 (240),3427 (259),2143 (90),2085 (207),1809 (11:10),16,,Unaffiliated,2:48,7:57,2:43,0:00,0,0:00,21:05,188 lb,153 lb,355 lb,298 lb,0
1734,42,Jennifer Hunter-Marshall,http://games.crossfit.com/athlete/13592,1635 (11123),0,61.0,0,0,135 lb,1600 (241),1504 (340),2046 (91),1754 (211),4219 (12:19),16,CrossFit Garden City,CrossFit Garden City,0:00,9:06,2:33,0:00,334,0:00,0:00,195 lb,165 lb,315 lb,260 lb,33
1735,46,Erika Benavides,http://games.crossfit.com/athlete/68126,1636 (11124),0,64.0,0,0,143 lb,1600 (241),1831 (339),1670 (95),2263 (206),3760 (12:08),16,CrossFit 916,CrossFit 916,0:00,0:00,0:00,0:00,--,0:00,0:00,0 lb,0 lb,0 lb,0 lb,0
1736,41,Cassandra Stamm,http://games.crossfit.com/athlete/160307,1637 (11129),0,63.0,0,0,125 lb,2282 (233),1654 (339),2390 (90),2928 (202),1875 (11:13),16,Cascade CrossFit,Cascade CrossFit,3:46,--,--,--,--,--,--,165 lb,125 lb,265 lb,250 lb,--
1737,37,Marília Ferreira,http://games.crossfit.com/athlete/466260,1638 (11130),0,,0,0,132 lb,1796 (238),2103 (316),3615 (85),918 (226),2698 (11:41),16,Crossfit Ribeirao,CrossFit Ribeirao Preto,--,--,--,--,--,--,--,--,--,--,--,--
1738,25,Marisa Baumann,http://games.crossfit.com/athlete/2317,1638 (11130),0,66.0,0,0,138 lb,2054 (234),955 (342),3874 (83),1678 (211),2569 (11:37),16,QCCF,Quad City CrossFit,4:03,9:11,2:34,21:46,369,0:00,0:00,190 lb,136 lb,250 lb,255 lb,--
1739,26,Allison Coyne,http://games.crossfit.com/athlete/61803,1640 (11141),0,60.0,0,0,117 lb,1137 (249),4278 (257),2697 (89),1836 (210),1193 (10:44),16,CrossFit New Hampton,CrossFit New Hampton,0:00,0:00,0:00,0:00,--,0:00,0:00,165 lb,130 lb,280 lb,240 lb,--
1740,37,Melissa McManus,http://games.crossfit.com/athlete/115403,1641 (11145),0,69.0,0,0,148 lb,1175 (248),1962 (339),410 (112),2969 (201),4629 (12:28),16,CrossFit Southie,CrossFit Southie,--,--,--,--,--,--,--,190 lb,160 lb,300 lb,275 lb,--
1741,18,Nairobi Romero,http://games.crossfit.com/athlete/375308,1642 (11157),0,63.0,0,0,135 lb,2054 (234),451 (346),2710 (89),3024 (201),2918 (11:47),16,,CrossFit Invictus Point Loma,--,--,--,--,--,--,--,205 lb,155 lb,0 lb,260 lb,--
1742,31,Julitta Bespalova,http://games.crossfit.com/athlete/214521,1643 (11169),0,66.14,0,0,63 kg,2888 (224),1867 (339),2540 (89),2592 (203),1282 (10:48),16,CrossFit Geraklion,CrossFit Geraklion,--,--,--,--,--,--,--,55 kg,40 kg,105 kg,90 kg,--
1743,32,Kimberly Baker,http://games.crossfit.com/athlete/15745,1644 (11173),0,66.0,0,0,154 lb,4678 (210),1741 (339),921 (102),2799 (202),1034 (10:35),16,CrossFit Five Cities,CrossFit Five Cities,3:19,0:00,2:31,0:00,0,0:00,25:44,203 lb,176 lb,280 lb,280 lb,0
1744,31,Jessica Gale,http://games.crossfit.com/athlete/27994,1645 (11176),0,62.0,0,0,123 lb,556 (267),5436 (255),990 (102),1657 (212),2537 (11:36),16,C-FLO,CrossFit Lake Oswego,0:00,0:00,0:00,0:00,--,0:00,0:00,138 lb,95 lb,240 lb,150 lb,--
1745,22,Adara Griffin,http://games.crossfit.com/athlete/666806,1646 (11187),0,62.0,0,0,130 lb,1210 (247),2897 (260),806 (103),2899 (202),3375 (11:58),16,Crossfit Port Byron,CrossFit Port Byron,3:19,--,--,--,337,--,25:27,160 lb,130 lb,--,215 lb,--
1746,36,Aimee Berencsi,http://games.crossfit.com/athlete/6868,1647 (11194),0,62.0,0,0,140 lb,2602 (227),1812 (339),2225 (90),1337 (215),3218 (11:54),16,CrossFit Passion,CrossFit Passion,3:16,8:35,--,19:55,341,1:02,22:11,78 kg,65 kg,134 kg,105 kg,--
1747,20,Solveig Sigurdardottir,http://games.crossfit.com/athlete/254824,1648 (11196),0,66.93,0,0,143 lb,2676 (226),3196 (260),2964 (88),296 (248),2064 (11:20),16,CFXY,CrossFit XY,--,--,--,--,--,--,--,90 kg,70 kg,120 kg,115 kg,--
1748,27,rachel jacobson,http://games.crossfit.com/athlete/23116,1648 (11196),0,62.0,0,0,121 lb,1073 (251),2601 (261),2501 (89),802 (230),4219 (12:19),16,Lane 5 Athletics,Lane 5 CrossFit,3:37,0:00,0:00,0:00,0,1:08,22:41,195 lb,152 lb,300 lb,255 lb,40
1749,33,Maria Slavova,http://games.crossfit.com/athlete/286358,1650 (11202),0,,0,0,117 lb,775 (260),6171 (254),746 (103),1615 (212),1895 (11:14),16,CrossFit Lyon,CrossFit Lyon,--,--,--,--,--,--,--,--,--,--,--,--
1750,26,Kaitlin Rambadt,http://games.crossfit.com/athlete/49896,1651 (11205),0,64.0,0,0,140 lb,4275 (213),1533 (340),2750 (89),1973 (208),674 (10:11),16,CFSB,CrossFit South Bend,3:56,0:00,2:06,0:00,376,0:00,20:05,185 lb,115 lb,325 lb,265 lb,30
1751,27,Oksana Orobets,http://games.crossfit.com/athlete/427462,1652 (11208),0,66.93,0,0,70 kg,3157 (221),1469 (340),2417 (89),1555 (213),2610 (11:38),16,,,3:50,--,1:45,--,--,--,--,80 kg,62 kg,133 kg,130 kg,--
